artist,track,peak_position,peak_position_grouped,weeks_in_charts,spotify_id,explicit,spotify_popularity
Mac Miller,Complicated,63,13,1,3WfSNAoj2D8C9noPSGZZFM,0.0,64
Mac Miller,Hand Me Downs,64,13,1,2Yv2mHzr5AQavVdwQjEokV,0.0,66
Eminem,Premonition (Intro),67,14,1,7ccTcabbJlCJiIqtrSSwBk,1.0,69
Mac Miller,I Can See,68,14,1,3R8CyhJfVjvgIROd5RSGhQ,0.0,62
Eminem,In Too Deep,71,15,1,7Dj2wqPYXfSRFwa6qyOztr,1.0,69
Mac Miller,Woods,75,15,1,3Qa944OTMZkg8DHjET8JQv,0.0,65
Mac Miller,Everybody,80,16,1,1OuN92HcVG6NVpWbeESNB3,0.0,63
Eminem,Marsh,83,17,1,34d7sGX6WUqq8f04e7CSNF,1.0,69
Mac Miller,Surf,91,19,1,1kwnxJNVl7cwcU98RvMBaR,0.0,66
Eminem,Stepdad,93,19,1,3QVHSV8YKYq4L8tI5rnFgj,1.0,68
Mac Miller,That's On Me,100,20,1,0udOCZp7yk0Ml92C0k8H8D,0.0,61
Khalid,Talk,3,1,46,6TqXcAFInzjp0bODyvrWEq,0.0,78
Lady Antebellum,What If I Never Get Over You,40,8,21,0qkdE1C0ufnUISKwhg8Wh6,0.0,71
Taylor Swift,Lover,10,2,22,1dGr1c8CrMLDpV6mPbImSI,0.0,80
Summer Walker,Playing Games,16,4,20,2xyx0o4xNOLLjBSbOOdcbA,1.0,77
Thomas Rhett,Remember You Young,53,11,18,3LK6wDkhbTyg8GhJidU9oC,0.0,68
Khalid,Eleven,83,17,1,18O00Y7yrkJ0pRXm1n21Og,0.0,76
John Legend,Conversations In The Dark,86,18,1,6TYlDTa9AQDvjqwbxlvFyI,0.0,72
Selena Gomez,Look At Her Now.,27,6,4,7eOkHIcaoUhngxxypM5Ajr,0.0,76
Niall Horan,Nice To Meet Ya,63,13,14,3cphb8kdsjElYR7r5icK3H,0.0,77
Olivia Rodrigo,All I Want,90,18,2,4Yxc55NX3tAXC2mHRAhtcW,0.0,77
DaBaby,Suge,7,2,37,2gwkD6igEhQbDQegRCcdoB,1.0,81
Lil Tjay,20/20,94,19,1,4Hqh0dS4x07zuRw6eBTO7p,1.0,73
Joji,Slow Dancing In The Dark,69,14,13,0rKtyWc8bvkriBthvHKY8d,1.0,84
Ant Saunders,Yellow Hearts,81,17,8,2W4yABdLc4Jnds67Poi5Nl,0.0,80
Juice WRLD,Let Me Know (I Wonder Why Freestyle),78,16,3,3wwo0bJvDSorOpNfzEkfXx,1.0,77
"DJ Snake, J. Balvin & Tyga",Loco Contigo,95,19,2,6osaMSJh9NguagEDQcZaKx,0.0,82
Doja Cat,Candy,86,18,6,1VJwtWR6z7SpZRwipI12be,1.0,77
Mariah Carey,All I Want For Christmas Is You,1,1,37,0bYg9bo50gSsH3LtXe2SQn,0.0,64
Brenda Lee,Rockin' Around The Christmas Tree,2,1,32,2EjXfH91m7f8HiJN1yQg97,0.0,54
Bobby Helms,Jingle Bell Rock,3,1,30,3hBXvHLlTHvnbwrPbeoyAj,0.0,53
Burl Ives,A Holly Jolly Christmas,4,1,15,65Q2mv3UlVi9eO70OpsmSe,0.0,44
Andy Williams,It's The Most Wonderful Time Of The Year,7,2,15,5hslUAKq9I9CG2bAulFkHN,0.0,51
Wham!,Last Christmas,11,3,14,2FRnf9qhLbvw8fu4IBXx78,0.0,59
Jose Feliciano,Feliz Navidad,12,3,9,0oPdaY4dXtc3ZsaG17V972,0.0,46
Dean Martin,"Let It Snow, Let It Snow, Let It Snow",15,3,8,2uFaJJtFpPDc5Pa95XzTvg,0.0,48
Nat King Cole,The Christmas Song (Merry Christmas To You),11,3,21,4PS1e8f2LvuTFgUs1Cn3ON,0.0,48
The Ronettes,Sleigh Ride,21,5,7,5ASM6Qjiav2xPe7gRkQMsQ,0.0,45
Gene Autry,Rudolph The Red-Nosed Reindeer,16,4,8,1dtIaSlyrLI04sqYa8nLyN,0.0,35
Andy Williams,Happy Holiday / The Holiday Season,24,5,4,3sDdyBHQ60Cs1opmIyRvhp,0.0,35
Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,28,6,4,2pXpURmn6zC5ZYDMms6fwa,0.0,47
Darlene Love,Christmas (Baby Please Come Home),29,6,3,46pF1zFimM582ss1PrMy68,0.0,42
Kelly Clarkson,Underneath The Tree,31,7,5,3YZE5qDV7u1ZD1gZc47ZeR,0.0,44
Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),28,6,6,25leEEaz1gIpp7o21Fqyjo,0.0,41
Chuck Berry,Run Rudolph Run,36,8,5,2pnPe4pJtq7689i5ydzvJJ,0.0,49
Perry Como,(There's No Place Like) Home For The Holidays,32,7,3,5mKxNjNnRFpO9Muzw3Ug0u,0.0,31
Elvis Presley,Blue Christmas,40,8,2,3QiAAp20rPC3dcAtKtMaqQ,0.0,48
Bing Crosby,White Christmas,12,3,16,4so0Wek9Ig1p6CRCHuINwW,0.0,48
Frank Sinatra,Jingle Bells,43,9,2,4KV9bM7a1KDc7b7OakFZic,0.0,43
Jonas Brothers,Like It's Christmas,44,9,4,1OjmlSFuzYflWjSMTCyTJv,0.0,48
Dean Martin,Baby It's Cold Outside,45,9,1,4MrfQL4TYQXJBlZYpAHTuE,0.0,41
Juice WRLD,Lucid Dreams,2,1,48,285pBltuF7vW8TeWk8hdRR,1.0,88
Harry Styles,Falling,62,13,1,1ZMiCix7XSAbfAJlEZWMCp,0.0,86
Harry Styles,Lights Up,17,4,5,4jAIqgrPjKLTY9Gbez25Qb,0.0,84
YoungBoy Never Broke Again,Dirty Iyanna,67,14,1,3z2q4KZxGOotjB87arytei,1.0,56
NLE Choppa,Famous Hoes,83,17,1,35Xf2ABjPzUXKz19akd7Jj,1.0,71
Harry Styles,Cherry,84,17,1,2IOFZdYYkFxEHVz1w34PoL,0.0,78
Harry Styles,Golden,86,18,1,45S5WTQEGOB1VHr1Q4FuPl,0.0,79
Matt Stell,Prayed For You,36,8,20,4j6GMcVcqZf1r0GDqMtYp6,0.0,70
Harry Styles,She,99,20,1,6SQLk9HSNketfgs2AyIiMs,0.0,75
Juice WRLD,Legends,29,6,3,1Knctxx9vGZxpZfF66BIEa,1.0,82
Juice WRLD,Robbery,27,6,19,6Hj9jySrnFppAI0sEMCZpJ,1.0,86
Taylor Swift,Christmas Tree Farm,59,12,1,2mvabkN1i2gLnGAPUVdwek,0.0,57
Juice WRLD,Empty,41,9,4,41MCdlvXOl62B7Kv86Bb1v,1.0,78
Keith Urban,We Were,65,13,15,6JOeNbZ3X6dtXusG3hkHn8,0.0,64
Roddy Ricch,Big Stepper,98,20,1,6x0QNM6f0C2JEjK0hFF8Ca,1.0,66
Sam Smith,How Do You Sleep?,24,5,20,6b2RcmUt1g9N9mQ3CbjX2Y,0.0,84
NF,Time,41,9,20,6MxMqCgqmekcr0VwSU7AVH,0.0,76
Billie Eilish,All The Good Girls Go To Hell,46,10,7,6IRdLKIyS4p7XNiP8r6rsx,0.0,80
Trippie Redd,Who Needs Love,58,12,2,2ktxr00GpTtbMNeBjNeY8D,1.0,76
Kanye West,Follow God,7,2,6,2QpGZOhTCHHiKmpSO9FW4h,0.0,76
Lil Tjay,F.N,56,12,14,0RLLvYBopDwooCyvnTwgYu,1.0,81
Panic! At The Disco,Into The Unknown,98,20,2,421eObjg0DTm2qajJl5OJm,0.0,75
J Balvin & Bad Bunny,La Cancion,84,17,8,048cMMwTJ7M7Fm1s41boVx,0.0,29
Marshmello & Kane Brown,One Thing Right,36,8,23,6oyjdvxHhDvLhq7EJaVNTV,0.0,43
Trippie Redd,Love Me More,79,16,2,6uYgCE2OEulOw5zhHvZsHf,1.0,72
Y2K & bbno$,Lalala,55,11,21,51Fjme0JiitpyXKuyQiCDo,1.0,85
Kenny Chesney,Tip Of My Tongue,73,15,20,40ufL61vEaDaaOitYhnlQ7,0.0,65
Chris Janson,Good Vibes,48,10,13,49oBFP6ZHPtd6t33LFTD3E,0.0,62
"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",Hot Girl Summer,11,3,16,5N1o6d8zGcSZSeMFkOUQOk,1.0,76
YoungBoy Never Broke Again,Lonely Child,44,9,7,6xqZi5JTTk6XIMLvy7w5JJ,1.0,65
Camila Cabello,Liar,52,11,11,7LzouaWGFCy4tkXDOOnEyM,0.0,77
Russell Dickerson,Every Little Thing,50,10,12,3kgCJPXDlnL5bl1HFesHUi,0.0,72
Chris Lane,I Don't Know About You,39,8,20,3yOs8FffuG6hPbzQG9lIqV,0.0,73
Khalid,Up All Night,89,18,1,1mpD5Q8IM32I4bF6eCpU74,0.0,79
YoungBoy Never Broke Again,Self Control,50,10,11,4vSoyDfL0uZyUoWu5NNNsQ,1.0,73
Saweetie,My Type,21,5,20,5KBARWIxeMGkvUax9VtVC9,1.0,78
Luke Combs,Better Together,72,15,1,6gdLyYNuhWBzqwlOFSsXC7,0.0,74
Miranda Lambert,It All Comes Out In The Wash,70,14,2,41FLEFSeRCv19OBn0vLiaH,0.0,61
YoungBoy Never Broke Again,Hot Now,66,14,5,3eeyKNIBrt5TH4y0y3QkOu,1.0,70
24kGoldn,Valentino,92,19,1,6piAUJJQFD8oHDUr0b7l7q,1.0,78
Brantley Gilbert + Lindsay Ell,What Happens In A Small Town,53,11,14,44UTzjhEM825Sw0qC89oGK,0.0,55
Dierks Bentley,Living,51,11,16,54K7AZoGpQklpygKrxZlKN,0.0,68
21 Savage,Immortal,55,11,2,4IO8X9W69dIQe0EC5ALXhq,1.0,74
Taylor Swift,You Need To Calm Down,2,1,21,6RRNNciQGZEXnqk8SQ9yv5,0.0,82
Kanye West,Closed On Sunday,17,4,2,3JWiDGQX2eTlFvKj3Yssj3,0.0,68
Frank Ocean,In My Room,85,17,1,4S4Mfvv03M1cHgIOJcbUCL,1.0,77
Cole Swindell,Love You Too Late,49,10,14,52MNypbTWiwybwzhXvsPk5,0.0,65
Kane Brown,For My Daughter,90,18,1,2moC0T4mGwmP8dUDostr2g,0.0,65
Kanye West,Selah,19,4,2,39JRmdKFka1Oe09FoOCPI4,0.0,66
Kanye West,On God,23,5,2,2SasoXZyv82yYgHiVOvxQn,0.0,66
Kanye West,God Is,36,8,1,2QpGZOhTCHHiKmpSO9FW4h,0.0,76
Michael Jackson,Thriller,4,1,19,7azo4rpSUh8nXgtonC6Pkq,0.0,68
Kanye West,Jesus Is Lord,63,13,1,7sBgFMWqDWQgrsNSpIBoe8,0.0,59
DaBaby,INTRO,13,3,6,77KMttn3Lic7ZQKDlPqp8v,1.0,70
"Ariana Grande, Miley Cyrus & Lana Del Rey",Don't Call Me Angel (Charlie's Angels),13,3,7,6zegtH6XXd2PDPLvy1Y0n2,0.0,76
Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),1,1,53,3KkXRkHbMCARz0aVfEt68P,0.0,86
Post Malone,Wow.,2,1,44,7xQAfvXzm3AkraOtGPWIZg,1.0,85
Blanco Brown,The Git Up,14,3,20,2KKijf6Ett4kmVNJze2roh,0.0,76
Normani,Motivation,33,7,10,0rIAC4PXANcKmitJfoqmVm,0.0,77
YoungBoy Never Broke Again,Rich As Hell,79,16,2,5A6tFAdihqILHJrWuR6wD4,1.0,61
YoungBoy Never Broke Again,In Control,73,15,2,5IdAcHb4cwtexqMlOojWhR,1.0,63
YoungBoy Never Broke Again,Carter Son,62,13,2,0QVvkAOstRG26pVYN95CeL,1.0,61
Frank Ocean,DHL,98,20,1,2INhKpUdzh7v0j041gZNsz,1.0,70
YoungBoy Never Broke Again,Time I'm On,79,16,1,6vWzkhoAp1SF4PEJ0iLKYQ,1.0,59
Post Malone,Saint-Tropez,18,4,6,05mDaV9Vb3wrzjF6OPZnhq,1.0,78
Post Malone,Hollywood's Bleeding,15,3,6,7sWRlDoTDX8geTR8zzr2vt,0.0,79
Shawn Mendes,If I Can't Have You,2,1,23,6LsAAHotRLMOHfCsSfYCsz,0.0,81
"Young Thug, J. Cole & Travis Scott",The London,12,3,20,7DcvwMAiqKJQD1rrdfxSDx,1.0,78
Summer Walker,Body,73,15,1,7vxLj7MREliG5i5vSnqSVr,1.0,66
Summer Walker,Drunk Dialing...LODT,79,16,1,0pzWCDSuVRX7m95EFOxVa0,1.0,62
Summer Walker,Over It,80,16,1,0csmcZqM3uTKfjxehw0Lw2,1.0,61
Carrie Underwood,Southbound,64,13,13,7qXPZxXn6Xmv1sjh03skiW,0.0,67
Summer Walker,Potential,92,19,1,4YNrBVo8fv6qiTNwHLVDai,1.0,59
"Jhay Cortez, J Balvin & Bad Bunny",No Me Conoce,71,15,14,7AxIUTibISfXcqpacAKvPo,0.0,29
Halsey,Without Me,1,1,52,5p7ujcrUXASCNwRaWNHR1C,1.0,83
DaBaby,OFF THE RIP,47,10,1,3e39X4Q74yJzsYUEeyf4ws,1.0,63
DaBaby,XXL,69,14,1,4LH1gsNA3wUS6QKkGZoJN8,1.0,62
DaBaby,PROLLY HEARD,73,15,1,0O7mJ0noFBLn8MMUJrFaF1,1.0,59
Kevin Gates,By My Lonely,86,18,1,25AEevSO1lu4EKMIP5Sy5p,1.0,64
DaBaby,There He Go,89,18,1,0pegcONe6MuDQRoPCtCBRf,1.0,59
Justin Moore,The Ones That Didn't Make It Back Home,46,10,16,6Vmb8Ru0BvjWGozOVGApRd,0.0,67
"Tainy, Anuel AA & Ozuna",Adicto,86,18,2,3jbT1Y5MoPwEIpZndDDwVq,0.0,82
Lil Tecca,Did It Again,64,13,7,4guBZjUyrGoHsTahO3IHdj,1.0,78
Luke Combs,Beer Never Broke My Heart,21,5,21,7aEtlGHoiPAfRB084NiDmx,0.0,78
Dan + Shay,Speechless,24,5,40,3GJ4hzg4lrGwU51Y3VARbF,0.0,77
Luke Bryan,Knockin' Boots,31,7,22,6ERR6e7h6wCqGoz1TjiUJb,0.0,75
Drake,Behind Barz,75,15,2,5r7WvQtyPfy1xch5zMgGRp,1.0,71
Post Malone,A Thousand Bad Times,29,6,3,2J0NXdHr6MYvKDSxB7k3V2,1.0,75
Ali Gatie,It's You,70,14,15,5DqdesEfbRyOlSS3Tf6c29,0.0,85
Miley Cyrus,Slide Away,47,10,6,44ADyYoY5liaRa3EOAl4uf,0.0,78
Camila Cabello,Shameless,60,12,3,3UYiU57SMiAS5LqolhHJw1,0.0,68
Sarah Jeffery,Queen Of Mean,49,10,8,4o05DiC0RQ9DNtGJGauwna,0.0,69
Jason Aldean,Rearview Town,40,8,18,5WA2SHuL5eesmPnYflNzlT,0.0,63
A Boogie Wit da Hoodie,Mood Swings,76,16,1,0VZe8C7xgAIQC0E0qEVIEh,1.0,68
Dan + Shay,All To Myself,31,7,20,08tq1XcHwVt5PHXUo87i0D,0.0,72
Post Malone,Allergic,37,8,2,1YscJ7yVTlFxW3eF6pv5ba,1.0,73
Cardi B,Press,16,4,16,6dPyzkyZwoj9LqjQXOFdVv,1.0,69
Luke Combs & Brooks & Dunn,"1, 2 Many",97,20,1,226le7T3p82reYWzsi9Hsz,0.0,72
Panic! At The Disco,"Hey Look Ma, I Made It",16,4,22,22oEJW6r2rMb9z4IntfyEa,0.0,75
Post Malone,Myself,52,11,1,2cvOfKHOHgwQlLiuLKP2xR,1.0,72
Post Malone,I Know,53,11,1,6b2mfHMqWCA74XmUuVJm8r,1.0,71
Post Malone,Internet,58,12,1,0KAzP1Rbp0Vz5pw8i1KDDI,1.0,70
Runaway June,Buy My Own Drinks,88,18,5,3WBY2lhKzkxaG5bNscQrOG,0.0,62
5 Seconds Of Summer,Easier,48,10,16,2txofPPP3lkiNLTUUHeJHS,0.0,79
Lana Del Rey,Doin' Time,59,12,2,0Oqc0kKFsQ6MhFOLBNZIGX,1.0,75
Ariana Grande,7 Rings,1,1,33,6ocbgoVGwYJhOv1GgI9NsF,1.0,86
Morgan Wallen,Whiskey Glasses,17,4,27,6foY66mWZN0pSRjZ408c00,0.0,81
Blake Shelton,God's Country,17,4,23,1dyxS3YzBbL0t8rEVwVQ1K,0.0,75
NLE Choppa,Shotta Flow,36,8,20,1orjH4IkSH9VrWmRCToKV8,1.0,82
A$AP Rocky,Babushka Boi,69,14,1,643PW82aBMUa1FiWi5VQY7,1.0,73
Taylor Swift,Cruel Summer,29,6,2,1BxfuPKGuaTgP7aM0Bbdwr,0.0,75
Taylor Swift,I Forgot That You Existed,28,6,2,43rA71bccXFGD4C8GOpIlN,0.0,76
The Chainsmokers & Bebe Rexha,Call You Mine,56,12,14,5EdYlCWou17k0N1PADLKfO,0.0,54
Lil Tecca,Out Of Luck,80,16,1,1ipyiYqvds0wcaFDTW6N4X,1.0,66
Lil Tecca,Shots,84,17,1,6eSU1exzDvBEXmBRxspeh5,1.0,71
Lizzo,Juice,82,17,4,0k664IuFwVP557Gnx7RhIl,1.0,78
for KING & COUNTRY,God Only Knows,94,19,1,4ElNxglBjcrASiGn58t9Jm,0.0,64
Lil Tecca,Love Me,97,20,1,4e0FYxSROat25pH16zMTZI,1.0,78
Taylor Swift,The Archer,38,8,3,3pHkh7d0lzM2AldUtz2x37,0.0,72
Taylor Swift,Paper Rings,45,9,1,4y5bvROuBDPr5fuwXbIBZR,0.0,71
Taylor Swift,Miss Americana & The Heartbreak Prince,49,10,1,214nt20w5wOxJnY462klLw,0.0,70
Taylor Swift,I Think He Knows,51,11,1,2YWtcWi3a83pdEg3Gif4Pd,0.0,70
Taylor Swift,Cornelia Street,57,12,1,12M5uqx0ZuwkpLp5rJim1a,0.0,70
Taylor Swift,London Boy,62,13,1,1LLXZFeAHK9R4xUramtUKw,0.0,70
Taylor Swift,Death By A Thousand Cuts,67,14,1,2dgFqt3w9xIQRjhPtwNk3D,0.0,69
Taylor Swift,Afterglow,75,15,1,1SymEzIT3H8UZfibCs3TYi,0.0,70
Taylor Swift,False God,77,16,1,5hQSXkFgbxjZo9uCwd11so,0.0,68
Taylor Swift,Daylight,89,18,1,1fzAuUVbzlhZ1lJAx9PtY6,0.0,68
Chris Young,Raised On Country,54,11,13,6voi5xnLs9JKmWG2oLmgDU,0.0,66
Taylor Swift,It's Nice To Have A Friend,92,19,1,1SmiQ65iSAbPto6gPFlBYm,0.0,66
Katy Perry,Never Really Over,15,3,13,5PYQUBXc7NYeI1obMKSJK0,0.0,83
"Tyler, The Creator",EARFQUAKE,13,3,15,5hVghJ4KaYES3BFUATCYn0,1.0,82
Young Thug,Just How It Is,60,12,1,5KYhIFNTp4VQUqlsbLWTTu,1.0,58
Young Thug,Light It Up,82,17,1,41mzryVlFLlz6b1BCtJAjx,1.0,55
Young Thug,Lil Baby,84,17,1,1GeNui6m825V8jP4uKiIaH,1.0,75
Eric Church,Some Of It,43,9,13,3d1qN7AHge6BXuVPutcpI5,0.0,66
Ambjaay,Uno,82,17,3,3AEgic4yp82NxMWUjHtxnO,1.0,69
Ava Max,Sweet But Psycho,10,2,35,25sgk305KZfyuqVBQIahim,0.0,85
Khalid,Better,8,2,48,6zeeWid2sgw4lap2jV61PZ,0.0,77
Florida Georgia Line,Talk You Out Of It,57,12,26,4qQwGRtGT7l6ckQtdPEFd4,0.0,72
Katy Perry,Small Talk,81,17,1,4NmE2ytXI8S2svTRSmEdpO,0.0,72
Trippie Redd,Snake Skin,87,18,1,1usK5eLBzpQTMwDt8SR2dr,1.0,65
Eli Young Band,Love Ain't,50,10,18,6uVzeU47Qzg0rrMneP5BNg,0.0,71
Lil Uzi Vert,Sanguine Paradise,28,6,16,3XiNC94b4Tq1xwv70sQJGN,1.0,79
J Balvin & Bad Bunny,Que Pretendes,65,13,5,0WrgyWAoS2tHTqr4ts8tkt,0.0,18
Big Sean,Single Again,64,13,3,7IP0lO9tHfNwBWZ9X6TJ84,1.0,70
YK Osiris,Worth It,48,10,25,0PQoUlzP7ILdcrzpajHXc0,0.0,73
Drake,Trust Issues,58,12,1,4Wjhj0WjkyECccfHVIgaTq,1.0,67
Drake,The Motion,61,13,1,0Tacxc5lDJ8LwiO1pWNSl8,1.0,64
Drake,Dreams Money Can Buy,68,14,1,1qyFlfPREPbRcS2BNszdYI,1.0,58
Drake,Club Paradise,85,17,1,6MR5IBSNfDmiwnrlQpVw4w,1.0,55
Tool,Fear Inoculum,93,19,1,39zWYYZStDgWi32sOU9AX4,0.0,64
Drake,Days In The East,95,19,1,4czcw3NVLY0of5hTD7OufN,1.0,56
Beyonce,Before I Let Go,65,13,16,7LikBkHerFGZ58QHVOKp1t,0.0,62
Panic! At The Disco,High Hopes,4,1,52,1rqqCSm0Qe4I9rUvWncaom,0.0,84
Travis Scott,Sicko Mode,1,1,52,2xLMifQCjDGFmkHkpNLD9h,1.0,90
NF,Leave Me Alone,85,17,1,3EtyEzMpfKSaoVhPunvbRV,0.0,72
NF,The Search,70,14,2,2OKo7g3KfmCt3kyLvUAL0g,0.0,72
Nicki Minaj,MEGATRON,20,4,5,1ZDmxwg7Lywlx68b7SsJjj,1.0,72
Jonas Brothers,Cool,27,6,17,7yfi8B8opXjnRh4VZnOkz9,0.0,73
Halsey,Nightmare,15,3,11,340UVheS8z3ncW9TTUhAbc,1.0,73
Lee Brice,Rumor,25,5,20,56eGOeSsqdg3FLxdo83TwV,0.0,75
City Girls,Act Up,26,6,21,3A2yGHWIzmGEIolwonU69h,1.0,75
Maren Morris,GIRL,44,9,21,0pGXe7umwkcCm01Ipoxp0U,0.0,66
J. Cole,Middle Child,4,1,27,2JvzF1RMd7lE3KmFlsyZD8,1.0,83
P!nk,Walk Me Home,49,10,20,7DHApOHsIFo7EyfieArYGE,0.0,73
Thomas Rhett,Look What God Gave Her,32,7,20,2KqJC0koTBUyDlsMt5ok1V,0.0,73
Ed Sheeran With Chris Stapleton & Bruno Mars,BLOW,60,12,2,6EbduYTr62sSzvl36wWiFM,0.0,69
Kane Brown,Like A Rodeo,90,18,1,7z3dPHwGxeK4fD6fYFDwiS,0.0,69
Beyonce,Spirit,98,20,1,38SueFAjT6jtFneyoQamYi,0.0,61
Travis Scott,Wake Up,30,6,7,20MuVazoNMv6xjKPnRFOxG,1.0,76
"benny blanco, Halsey & Khalid",Eastside,9,2,52,0d2iYfpKoM0QCKvcLCkBao,0.0,81
A Boogie Wit da Hoodie,Look Back At It,27,6,31,3Ol2xnObFdKV9pmRD2t9x8,1.0,78
Kane Brown,Good As You,36,8,20,19kUPdKTp85q9RZNwaXM15,0.0,73
Miley Cyrus,Mother's Daughter,54,11,3,2WyRfGeHo97VC5mP1BBSzr,1.0,74
Billie Eilish,Ocean Eyes,84,17,20,7hDVYcQq6MxkdJGweuCtl9,0.0,83
NF,When I Grow Up,78,16,1,5rLyYxZNzca00ENADO9m54,0.0,71
Chase Rice,Eyes On You,38,8,20,5AnSllIrgGsCZzZJkVnApx,0.0,75
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",2,1,20,4kV4N9D1iKVxx1KLvtTpjS,1.0,80
Brett Eldredge,Love Someone,52,11,10,43CFDpciGFDm226POTLEXU,0.0,66
Megan Thee Stallion,Big Ole Freak,65,13,12,3YEbLhXRDPTtctnb3ddg8g,1.0,68
Drake,Omerta,35,7,2,3kCwyvhvVTyehIzYN2I0nF,1.0,62
Billie Eilish,When The Party's Over,29,6,32,43zdsphuZLzwA9k4DJhU0I,0.0,86
Calboy,Envy Me,31,7,27,7rvyVWja33WG9R97oeJAjx,1.0,77
Kelsea Ballerini,Miss Me More,47,10,20,5NfJGBAL9mgFPRQxKJmiX2,0.0,68
Joji,Sanctuary,80,16,1,3xaugmCyXrVkrDTXbFkMW3,0.0,77
Luke Combs,Beautiful Crazy,21,5,31,2rxQMGVafnNaRaXlRMWPde,0.0,80
Lil Baby,Close Friends,28,6,33,5nzhL67GpF9szXWg5y509A,1.0,75
Billie Eilish,Bury A Friend,14,3,20,4SSnFejRGlZikf02HLewEF,0.0,81
Avicii,Heaven,83,17,1,0vrmHPfoBadXVr2n0m1aqZ,0.0,75
Future,Please Tell Me,87,18,1,4ANFPo7dzs2DdPuONXC9bp,1.0,51
Cody Johnson,On My Way To You,78,16,16,3OjNkFFZavF89xvRqWCXmU,0.0,67
Ozuna,Amor Genuino,92,19,1,3xEozpt8pAptvpH69iJhOw,0.0,68
Future,XanaX Damage,98,20,1,3tZ4zv4UuenjJGSNUMfBNG,1.0,53
Future,Government Official,99,20,1,2QEnZJ8FwpBoyLKcFcgceT,1.0,52
YNW Melly,Murder On My Mind,14,3,20,7eBqSVxrzQZtK2mmgRG6lC,1.0,82
Trippie Redd,Under Enemy Arms,94,19,1,5tRa5hnltiyqY63rWOfnO2,1.0,63
Jon Pardi,Night Shift,56,12,16,0bPnT6i9H1p8Vd85GS6Z7I,0.0,73
21 Savage,A Lot,12,3,23,2t8yVaLvJ0RenpXUIAC52d,1.0,80
Blueface,Thotiana,8,2,20,3oh6SCCeLuXhFpEyepla6G,1.0,73
Lil Dicky,Earth,17,4,6,2S1LebN6AXXQqJolBxlWgO,1.0,71
Maluma,HP,96,20,1,1LIqNVhaIgxXUt2eVoIQJ3,1.0,78
Bazzi,Paradise,91,19,3,0Rx0DJI556Ix5gBny6EWmn,1.0,80
"Tyler, The Creator",I Think,51,11,1,4f8Mh5wuWHOsfXtzjrJB3t,1.0,73
"Tyler, The Creator",Running Out Of Time,65,13,1,5QvBXUm5MglLJ3iBfTX2Wo,1.0,68
"Tyler, The Creator",Igor's Theme,67,14,1,51RN0kzWd7xeR4th5HsEtW,0.0,66
